OBJECTID,Shape,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,Rank,CumArea
91203,Polygon Z,{B3D21D89-39E3-496F-86B3-DD901CF3FE4D},10/16/12,High,<Null>,<Null>,0.000794,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00115,0,12,0.002303
13545,Polygon Z,{F5BC42C3-E783-4FDE-A97E-CED4BFF9FA00},10/16/12,High,<Null>,<Null>,0.000823,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001141,0,13,0.003126
4352,Polygon Z,{D7EF51FA-4A2B-4262-A43E-A32874C36D2E},10/16/12,High,<Null>,<Null>,0.00093,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001255,0,14,0.004056
4549,Polygon Z,61495111,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001366,0,15,0.005056
4586,Polygon Z,61497009,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001619,0,16,0.006056
4953,Polygon Z,61496003,11/15/02,High,<Null>,<Null>,0.001,80.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001152,0,17,0.007056
13217,Polygon Z,61495275,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001089,0,18,0.008056
13725,Polygon Z,61495489,11/15/02,High,<Null>,<Null>,0.001,86.9,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001544,0,19,0.009056
21915,Polygon Z,61495509,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001196,0,20,0.010056
21950,Polygon Z,61495287,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00141,0,21,0.011056
21981,Polygon Z,61496503,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001513,0,22,0.012056
22010,Polygon Z,61495365,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000858,0,23,0.013056
22113,Polygon Z,61495081,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001739,0,24,0.014056
22342,Polygon Z,61500755,11/15/02,High,<Null>,<Null>,0.001,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001311,0,25,0.015056
22385,Polygon Z,61495497,11/15/02,High,<Null>,<Null>,0.001,83.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001836,0,26,0.016056
30740,Polygon Z,61496319,11/15/02,High,<Null>,<Null>,0.001,65.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001344,0,27,0.017056
30853,Polygon Z,61495027,11/15/02,High,<Null>,<Null>,0.001,102.1,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001381,0,28,0.018056
30991,Polygon Z,61496333,11/15/02,High,<Null>,<Null>,0.001,74.7,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001266,0,29,0.019056
39459,Polygon Z,61495739,11/15/02,High,<Null>,<Null>,0.001,83.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001516,0,30,0.020056
47844,Polygon Z,61500285,11/15/02,High,<Null>,<Null>,0.001,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001274,0,31,0.021056
56181,Polygon Z,61495519,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001067,0,32,0.022056
56590,Polygon Z,61494981,11/15/02,High,<Null>,<Null>,0.001,117.3,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001598,0,33,0.023056
65223,Polygon Z,61495333,11/15/02,High,<Null>,<Null>,0.001,93,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.00163,0,34,0.024056
65291,Polygon Z,61495523,11/15/02,High,<Null>,<Null>,0.001,71.6,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.00131,0,35,0.025056
73469,Polygon Z,61496579,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00167,0,36,0.026056
81909,Polygon Z,61495987,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001349,0,37,0.027056
82286,Polygon Z,61495491,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000964,0,38,0.028056
82505,Polygon Z,61495075,11/15/02,High,<Null>,<Null>,0.001,111.3,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001462,0,39,0.029056
90839,Polygon Z,61495115,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001423,0,40,0.030056
99075,Polygon Z,61495551,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001458,0,41,0.031056
99112,Polygon Z,61495627,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000979,0,42,0.032056
99468,Polygon Z,61495089,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001281,0,43,0.033056
99741,Polygon Z,61495195,11/15/02,High,<Null>,<Null>,0.001,96,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001376,0,44,0.034056
107876,Polygon Z,61495183,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001355,0,45,0.035056
108069,Polygon Z,61496795,11/15/02,High,<Null>,<Null>,0.001,80.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001214,0,46,0.036056
108176,Polygon Z,61500645,11/15/02,High,<Null>,<Null>,0.001,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.00155,0,47,0.037056
125238,Polygon Z,61496435,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001218,0,48,0.038056
125338,Polygon Z,61496877,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001285,0,49,0.039056
125450,Polygon Z,61500323,11/15/02,High,<Null>,<Null>,0.001,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001356,0,50,0.040056
133880,Polygon Z,61495587,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001704,0,51,0.041056
134067,Polygon Z,61494977,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001681,0,52,0.042056
134107,Polygon Z,61495105,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001467,0,53,0.043056
99810,Polygon Z,{B1EEF687-DD80-4F28-BE81-B9FD9E800EE2},10/16/12,High,<Null>,<Null>,0.001011,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001377,0,54,0.044067
133725,Polygon Z,{FB39CC43-9133-4AF9-8BA5-3BF0E083BAFB},10/16/12,High,<Null>,<Null>,0.001115,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001357,0,55,0.045182
73373,Polygon Z,{0DBCCBFC-4C36-4BB1-9044-4CBBBD7615B5},10/16/12,High,<Null>,<Null>,0.001191,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001389,0,56,0.046373
134226,Polygon Z,61495699,10/16/12,High,<Null>,<Null>,0.001472,74.7,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001552,0,57,0.047845
47553,Polygon Z,{437CBB90-43CF-4823-835B-9854A3D70FD9},10/16/12,High,<Null>,<Null>,0.001523,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001642,0,58,0.049368
48073,Polygon Z,{09458935-2D2C-4B0D-AE53-3CAF4C74ED00},10/16/12,High,<Null>,<Null>,0.001544,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001607,0,59,0.050912
30885,Polygon Z,{3201CCFF-E6E9-4A5A-916C-4B7D1A3D1C60},10/16/12,High,<Null>,<Null>,0.001619,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001651,0,60,0.052531
107940,Polygon Z,{3DF9B7B6-0891-494A-9CC7-7BF7EF9BE251},10/16/12,High,<Null>,<Null>,0.001894,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001752,0,61,0.054425
65185,Polygon Z,{8F3849C3-BA6F-44AE-80B9-3E75B75EDA00},10/16/12,High,<Null>,<Null>,0.00193,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001698,0,62,0.056355
116899,Polygon Z,{BB2C92A9-60B0-4908-8BA5-7E6A0C7976D8},10/16/12,High,<Null>,<Null>,0.001977,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001965,0,63,0.058332
56284,Polygon Z,{59AA532B-4006-41CD-8835-639AD95E035A},10/16/12,High,<Null>,<Null>,0.001993,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002211,0,64,0.060325
47944,Polygon Z,{7CB99DEF-BB9D-472D-A17E-25C9CE40F9ED},10/16/12,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002161,0,65,0.062325
4255,Polygon Z,61495783,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001702,0,66,0.064325
13319,Polygon Z,61496783,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001946,0,67,0.066325
13436,Polygon Z,61495415,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002798,0,68,0.068325
13511,Polygon Z,61500479,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001866,0,69,0.070325
13544,Polygon Z,61496785,11/15/02,High,<Null>,<Null>,0.002,80.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001837,0,70,0.072325
22078,Polygon Z,61496325,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001541,0,71,0.074325
22236,Polygon Z,61500347,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001831,0,72,0.076325
22343,Polygon Z,61500757,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001823,0,73,0.078325
22344,Polygon Z,61500301,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001812,0,74,0.080325
30547,Polygon Z,61496981,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001923,0,75,0.082325
30655,Polygon Z,61495087,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001874,0,76,0.084325
30888,Polygon Z,61500237,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001475,0,77,0.086325
30955,Polygon Z,61500775,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001988,0,78,0.088325
39311,Polygon Z,61496357,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001609,0,79,0.090325
47812,Polygon Z,61496371,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002142,0,80,0.092325
47945,Polygon Z,61495713,11/15/02,High,<Null>,<Null>,0.002,86.9,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001775,0,81,0.094325
56483,Polygon Z,61495107,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002327,0,82,0.096325
65288,Polygon Z,61496815,11/15/02,High,<Null>,<Null>,0.002,53.3,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001778,0,83,0.098325
73436,Polygon Z,61497031,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001934,0,84,0.100325
73440,Polygon Z,61495211,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00227,0,85,0.102325
73838,Polygon Z,61500751,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001547,0,86,0.104325
82206,Polygon Z,61496799,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001679,0,87,0.106325
82466,Polygon Z,61496855,11/15/02,High,<Null>,<Null>,0.002,74.7,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.002018,0,88,0.108325
91105,Polygon Z,61500817,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.00189,0,89,0.110325
99736,Polygon Z,61500699,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.002044,0,90,0.112325
99739,Polygon Z,61495703,11/15/02,High,<Null>,<Null>,0.002,93,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.00234,0,91,0.114325
107911,Polygon Z,61495037,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001798,0,92,0.116325
116283,Polygon Z,61500355,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001747,0,93,0.118325
116897,Polygon Z,61500777,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001763,0,94,0.120325
125207,Polygon Z,61496655,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001584,0,95,0.122325
125239,Polygon Z,61496497,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002327,0,96,0.124325
125449,Polygon Z,61496313,11/15/02,High,<Null>,<Null>,0.002,68.6,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001941,0,97,0.126325
133923,Polygon Z,61496823,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001849,0,98,0.128325
134139,Polygon Z,61496341,11/15/02,High,<Null>,<Null>,0.002,65.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001937,0,99,0.130325
64637,Polygon Z,{1E228D87-ECAF-48DB-B545-04BB62AD7E16},10/16/12,High,<Null>,<Null>,0.00202,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001747,0,100,0.132345
73231,Polygon Z,{3BFEDA4B-A5A2-4F83-AC56-1B2106C1C058},10/16/12,High,<Null>,<Null>,0.002169,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001868,0,101,0.134514
125139,Polygon Z,{BA2BB5AC-E798-48A4-9F01-93E7E4FE2DBE},10/16/12,High,<Null>,<Null>,0.002193,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002288,0,102,0.136707
39458,Polygon Z,{0FD91DA7-C130-448E-BB54-8BD6D6F69EFD},10/16/12,High,<Null>,<Null>,0.002316,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002108,0,103,0.139023
21883,Polygon Z,{60FC146D-DAC8-4F3B-91A4-B0BF8A67F5AC},10/16/12,High,<Null>,<Null>,0.00236,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001935,0,104,0.141383
133658,Polygon Z,{634E27D8-6C58-471E-A50A-D4094EA411B3},10/16/12,High,<Null>,<Null>,0.002361,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001982,0,105,0.143744
30920,Polygon Z,{2C3DB73D-29A0-4F7A-A84D-E6B6779403CC},10/16/12,High,<Null>,<Null>,0.002443,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00214,0,106,0.146187
4875,Polygon Z,{B1C924E3-806E-4936-BFF4-CCB292FEA0E4},10/16/12,High,<Null>,<Null>,0.002618,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001961,0,107,0.148805
22114,Polygon Z,{2D2784EF-92C8-41CA-A3D1-1CD27AA680FE},10/16/12,High,<Null>,<Null>,0.002662,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002925,0,108,0.151467
107754,Polygon Z,{19FBF41F-AEED-40AC-8E5C-5E184E588C7C},10/16/12,High,<Null>,<Null>,0.002669,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002558,0,109,0.154136
134330,Polygon Z,{4780DAA6-A4D2-427A-B1D9-C58D890AE14B},10/16/12,High,<Null>,<Null>,0.002675,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00208,0,110,0.156811
30353,Polygon Z,{675FE106-A69D-4537-8B29-29E90C0BD488},10/16/12,High,<Null>,<Null>,0.002686,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002349,0,111,0.159497
125179,Polygon Z,{787F66C8-3229-4B4B-B8C5-D4F649AE8A9F},10/16/12,High,<Null>,<Null>,0.002695,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002342,0,112,0.162192
108153,Polygon Z,{C12DAE98-9E99-4C06-893C-6CB1F6F9E7A5},10/16/12,High,<Null>,<Null>,0.002725,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003112,0,113,0.164917
4657,Polygon Z,{078462A8-C728-48C8-94F5-D73977789216},10/16/12,High,<Null>,<Null>,0.002863,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002109,0,114,0.16778
4952,Polygon Z,{D90A9EE6-E569-455F-9474-7CE48D39B983},10/16/12,High,<Null>,<Null>,0.002929,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002866,0,115,0.170709
99154,Polygon Z,{9694B91F-1B42-499C-A6D4-647623A937A5},10/16/12,High,<Null>,<Null>,0.002974,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003297,0,116,0.173683
4660,Polygon Z,61496097,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002282,0,117,0.176683
4836,Polygon Z,61496485,11/15/02,High,<Null>,<Null>,0.003,53.3,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001943,0,118,0.179683
13546,Polygon Z,61495249,11/15/02,High,<Null>,<Null>,0.003,96,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.00254,0,119,0.182683
13658,Polygon Z,61500765,11/15/02,High,<Null>,<Null>,0.003,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.00202,0,120,0.185683
13659,Polygon Z,61500253,11/15/02,High,<Null>,<Null>,0.003,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.002106,0,121,0.188683
22112,Polygon Z,61495239,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003562,0,122,0.191683
22174,Polygon Z,61495837,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002242,0,123,0.194683
22298,Polygon Z,61495139,11/15/02,High,<Null>,<Null>,0.003,102.1,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.002302,0,124,0.197683
30321,Polygon Z,61496039,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002208,0,125,0.200683
30352,Polygon Z,61500279,11/15/02,High,<Null>,<Null>,0.003,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.002891,0,126,0.203683
39499,Polygon Z,61500735,11/15/02,High,<Null>,<Null>,0.003,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.002108,0,127,0.206683
47476,Polygon Z,61495233,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00237,0,128,0.209683
56393,Polygon Z,61494995,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002162,0,129,0.212683
56588,Polygon Z,61495285,11/15/02,High,<Null>,<Null>,0.003,80.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.002531,0,130,0.215683
56647,Polygon Z,61500809,11/15/02,High,<Null>,<Null>,0.003,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.002247,0,131,0.218683
65116,Polygon Z,61500467,11/15/02,High,<Null>,<Null>,0.003,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.002515,0,132,0.221683
