OBJECTID,Shape,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,Rank,CumArea
37934,Polygon Z,61500009,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000949,0,20,0.010917
38025,Polygon Z,61499691,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001306,0,21,0.011917
38026,Polygon Z,61499275,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000961,0,22,0.012917
38155,Polygon Z,61499569,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000951,0,23,0.013917
38232,Polygon Z,61498681,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001273,0,24,0.014917
46598,Polygon Z,61498849,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001578,0,25,0.015917
55120,Polygon Z,61499863,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00125,0,26,0.016917
72213,Polygon Z,61500053,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001617,0,27,0.017917
72321,Polygon Z,61499861,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001516,0,28,0.018917
89510,Polygon Z,61499987,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001522,0,29,0.019917
89603,Polygon Z,61499939,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001312,0,30,0.020917
89804,Polygon Z,61499521,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001789,0,31,0.021917
98173,Polygon Z,61500013,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001146,0,32,0.022917
106559,Polygon Z,61499705,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001233,0,33,0.023917
115388,Polygon Z,61500137,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001242,0,34,0.024917
115478,Polygon Z,61499099,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001655,0,35,0.025917
115618,Polygon Z,61498557,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001255,0,36,0.026917
124062,Polygon Z,61499535,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001368,0,37,0.027917
132693,Polygon Z,61500005,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Intermittent,Unspecified,0.000996,0,38,0.028917
81201,Polygon Z,{547DFB20-1D88-457D-8C9A-D0532A2552C7},10/16/12,High,<Null>,<Null>,0.001372,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001467,0,39,0.030289
72406,Polygon Z,{CA94A09A-8FE1-4F2B-BCFF-6A5D39D5D17B},10/16/12,High,<Null>,<Null>,0.001553,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001691,0,40,0.031842
132620,Polygon Z,{5FD2754D-0C68-4A89-AE94-DA69F2594E30},10/16/12,High,<Null>,<Null>,0.001917,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001851,0,41,0.033759
106620,Polygon Z,{88EE1CF3-B544-4166-B5A6-5AB883301AAC},10/16/12,High,<Null>,<Null>,0.001987,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001818,0,42,0.035746
3554,Polygon Z,61498809,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001852,0,43,0.037746
29516,Polygon Z,61499761,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001842,0,44,0.039746
37935,Polygon Z,61499951,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00196,0,45,0.041746
37996,Polygon Z,61499439,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001685,0,46,0.043746
38050,Polygon Z,61499907,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001699,0,47,0.045746
38213,Polygon Z,61498985,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001694,0,48,0.047746
46312,Polygon Z,61499905,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001725,0,49,0.049746
46385,Polygon Z,61499971,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001897,0,50,0.051746
55348,Polygon Z,61498911,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001754,0,52,0.053746
72281,Polygon Z,61499941,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001632,0,53,0.055746
72454,Polygon Z,61499111,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002199,0,54,0.057746
46507,Polygon Z,61500111,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002245,0,55,0.059746
81225,Polygon Z,61498505,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002093,0,55,0.061746
89642,Polygon Z,61499187,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001946,0,56,0.063746
89693,Polygon Z,61500135,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002144,0,57,0.065746
89758,Polygon Z,61500007,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002173,0,58,0.067746
106710,Polygon Z,61498897,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001611,0,59,0.069746
124061,Polygon Z,61500151,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001827,0,60,0.071746
115511,Polygon Z,{CB48A616-9F00-4E5D-9C21-A97FB7756596},10/16/12,High,<Null>,<Null>,0.002261,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002133,0,61,0.074007
55176,Polygon Z,{6E96EFD1-5FFB-4A8C-8789-AA1E4E6C0E1F},10/16/12,High,<Null>,<Null>,0.002367,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002095,0,62,0.076374
80914,Polygon Z,{4460A57A-FCDE-49B8-874A-BD8A44405D3A},10/16/12,High,<Null>,<Null>,0.002372,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.001853,0,63,0.078746
106557,Polygon Z,{483AC363-0A15-40D4-AC04-92C3AE16AD3E},10/16/12,High,<Null>,<Null>,0.002763,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002363,0,64,0.081509
55279,Polygon Z,{1079C48C-37F7-402B-9547-E79BF55901BA},10/16/12,High,<Null>,<Null>,0.002869,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002551,0,65,0.084378
72128,Polygon Z,{52824B23-DFD9-43BF-ACCC-906F373E919B},10/16/12,High,<Null>,<Null>,0.002913,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002266,0,66,0.087291
106656,Polygon Z,{B7E81C19-D863-4FCA-A446-A6DCE88AD23F},10/16/12,High,<Null>,<Null>,0.002978,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.00269,0,67,0.090269
3355,Polygon Z,61500153,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00233,0,68,0.093269
20760,Polygon Z,61499807,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002433,0,69,0.096269
29517,Polygon Z,61499299,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002446,0,70,0.099269
72073,Polygon Z,61500035,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00236,0,71,0.102269
98067,Polygon Z,61499917,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002541,0,72,0.105269
98264,Polygon Z,61500093,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002776,0,73,0.108269
98387,Polygon Z,61499255,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002488,0,74,0.111269
115477,Polygon Z,61499829,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002194,0,75,0.114269
124315,Polygon Z,61499287,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.0024,0,76,0.117269
132638,Polygon Z,61500015,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001918,0,77,0.120269
132816,Polygon Z,61498997,11/15/02,High,<Null>,<Null>,0.003,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001983,0,78,0.123269
124183,Polygon Z,{FB890485-8D8B-437A-85E3-28E930BAA9B5},10/16/12,High,<Null>,<Null>,0.003051,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.00243,0,79,0.12632
132817,Polygon Z,{8BFA59D8-5EF4-4FC8-ABDB-7879C36E9A7B},10/16/12,High,<Null>,<Null>,0.003343,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002516,0,80,0.129663
132814,Polygon Z,{5EC25323-E919-4746-B839-A531F55A3976},10/16/12,High,<Null>,<Null>,0.003422,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002769,0,81,0.133085
89872,Polygon Z,{4B0FFB0E-4CA5-420C-86D0-6BD162FADCAD},10/16/12,High,<Null>,<Null>,0.003531,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002688,0,82,0.136616
55250,Polygon Z,{9CAEC9E5-5B62-4EF9-9D0A-E9D7BA8ED841},10/16/12,High,<Null>,<Null>,0.003627,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002588,0,83,0.140243
54954,Polygon Z,{4C66E7F0-EAAA-499B-A72F-7A156635519A},10/16/12,High,<Null>,<Null>,0.003666,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002811,0,84,0.143909
63806,Polygon Z,{6E3C68F4-2B0F-4A51-84FF-8A0509681152},10/16/12,High,<Null>,<Null>,0.003745,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.00329,0,85,0.147654
98110,Polygon Z,{B3AA429A-EDAE-4C10-9905-1C1F3B1E9D0A},10/16/12,High,<Null>,<Null>,0.003833,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003032,0,86,0.151487
3378,Polygon Z,{72468224-4ECF-47F2-B35A-BAC56F264BC7},10/16/12,High,<Null>,<Null>,0.00396,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003019,0,87,0.155447
46386,Polygon Z,{938DA663-BF0B-484A-B700-C1D6120786B1},10/16/12,High,<Null>,<Null>,0.003964,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002886,0,88,0.159411
3297,Polygon Z,61499179,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002656,0,89,0.163411
3379,Polygon Z,61499869,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002405,0,90,0.167411
3429,Polygon Z,61498755,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002534,0,91,0.171411
3553,Polygon Z,61499301,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002743,0,92,0.175411
12162,Polygon Z,61501365,11/15/02,High,<Null>,<Null>,0.004,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.002879,0,93,0.179411
12391,Polygon Z,61498655,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002521,0,94,0.183411
29280,Polygon Z,61500031,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002868,0,95,0.187411
29358,Polygon Z,61499563,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002424,0,96,0.191411
37933,Polygon Z,61500165,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002835,0,97,0.195411
38212,Polygon Z,61499157,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003643,0,98,0.199411
55091,Polygon Z,61500121,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002726,0,99,0.203411
55208,Polygon Z,61499571,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002714,0,100,0.207411
72322,Polygon Z,61499767,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002822,0,101,0.211411
72323,Polygon Z,61501371,11/15/02,High,<Null>,<Null>,0.004,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.003493,0,102,0.215411
72355,Polygon Z,61500001,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002781,0,103,0.219411
81097,Polygon Z,61499587,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.0023,0,104,0.223411
89780,Polygon Z,61499511,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002548,0,105,0.227411
106855,Polygon Z,61499283,11/15/02,High,<Null>,<Null>,0.004,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002504,0,106,0.231411
63744,Polygon Z,{BAC03993-363B-4639-BF14-B0D4B98B6CE2},10/16/12,High,<Null>,<Null>,0.004139,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003337,0,107,0.23555
38154,Polygon Z,{577EDA01-BDB7-4973-9B46-A3FFF4B77CFA},10/16/12,High,<Null>,<Null>,0.00422,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002896,0,108,0.23977
55033,Polygon Z,{71C233D8-8D5F-4CE1-8D07-0807C542B6C2},10/16/12,High,<Null>,<Null>,0.004352,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003007,0,109,0.244122
38153,Polygon Z,{421F7528-9D74-49C0-9BEE-EF8BB675ADEA},10/16/12,High,<Null>,<Null>,0.004547,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.002971,0,110,0.248669
55058,Polygon Z,{3EEC462B-87A7-4D3E-B33C-D852CC2BAEC0},10/16/12,High,<Null>,<Null>,0.004621,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003844,0,111,0.25329
29324,Polygon Z,{AD56856B-7DED-4829-B45A-D51C25811C2F},10/16/12,High,<Null>,<Null>,0.004902,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003432,0,112,0.258192
132783,Polygon Z,{F98CF305-1B0A-4AFA-A070-6FAB7E296132},10/16/12,High,<Null>,<Null>,0.004967,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003606,0.000001,113,0.263159
29227,Polygon Z,61499965,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003786,0.000001,114,0.268159
38023,Polygon Z,61500113,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003008,0.000001,115,0.273159
72215,Polygon Z,61499263,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00287,0.000001,116,0.278159
124032,Polygon Z,61500003,11/15/02,High,<Null>,<Null>,0.005,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003718,0.000001,117,0.283159
98235,Polygon Z,{9C7F2771-02B9-44B0-8F5D-EDC94F29A5A7},10/16/12,High,<Null>,<Null>,0.005018,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003508,0.000001,118,0.288177
72408,Polygon Z,{52CE9D43-5342-4B7A-8EFA-E23F3336316C},10/16/12,High,<Null>,<Null>,0.005327,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.00315,0.000001,119,0.293504
20947,Polygon Z,{B0661C93-1A6A-4222-9DB6-2DEE09DD84DE},10/16/12,High,<Null>,<Null>,0.005481,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003325,0.000001,120,0.298985
29226,Polygon Z,{F425DA25-4E2B-4141-AB1E-FD5E3F8CE1A9},10/16/12,High,<Null>,<Null>,0.005676,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003481,0.000001,121,0.304661
12103,Polygon Z,{ECFBAC2C-1AC0-4DF9-9B4E-B49BBE4EF345},10/16/12,High,<Null>,<Null>,0.005728,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.003993,0.000001,122,0.310389
20777,Polygon Z,61500073,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003999,0.000001,123,0.316389
72096,Polygon Z,61499997,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003391,0.000001,124,0.322389
72280,Polygon Z,61499983,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003848,0.000001,125,0.328389
72282,Polygon Z,61499729,11/15/02,High,<Null>,<Null>,0.006,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.003052,0.000001,126,0.334389
132815,Polygon Z,61501355,11/15/02,High,<Null>,<Null>,0.006,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.00359,0.000001,127,0.340389
81121,Polygon Z,{F66956EA-E899-4B79-92CF-6BC71D4889C6},10/16/12,High,<Null>,<Null>,0.006018,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.00445,0.000001,128,0.346407
3174,Polygon Z,{B9968F11-8C56-4FD1-8FEB-0DCEAAD9115F},10/16/12,High,<Null>,<Null>,0.006133,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.004263,0.000001,129,0.35254
38107,Polygon Z,{15632AC0-15AC-491C-B3F5-13CE9613B2C3},10/16/12,High,<Null>,<Null>,0.006314,<Null>,2.08E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Unspecified,0.004033,0.000001,130,0.358854
