OBJECTID,Shape,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,Rank
4916,Polygon Z,61498319,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001539,0,33
5134,Polygon Z,61498695,11/15/02,High,<Null>,<Null>,0.001,83.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001637,0,34
5238,Polygon Z,61498673,11/15/02,High,<Null>,<Null>,0.001,83.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001325,0,35
5240,Polygon Z,61497237,11/15/02,High,<Null>,<Null>,0.001,68.6,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.000934,0,36
13623,Polygon Z,61498607,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002514,0,37
13657,Polygon Z,61500915,11/15/02,High,<Null>,<Null>,0.001,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001549,0,38
13824,Polygon Z,61498969,11/15/02,High,<Null>,<Null>,0.001,86.9,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001159,0,39
13865,Polygon Z,61498735,11/15/02,High,<Null>,<Null>,0.001,71.6,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001134,0,40
13866,Polygon Z,61497991,11/15/02,High,<Null>,<Null>,0.001,72.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.000858,0,41
13898,Polygon Z,61498685,11/15/02,High,<Null>,<Null>,0.001,87.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001367,0,42
14192,Polygon Z,61497207,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001151,0,43
14194,Polygon Z,61496865,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001502,0,44
22235,Polygon Z,61499095,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001595,0,45
22576,Polygon Z,61497713,11/15/02,High,<Null>,<Null>,0.001,68.9,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001513,0,46
22633,Polygon Z,61498921,11/15/02,High,<Null>,<Null>,0.001,90.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001728,0,47
22733,Polygon Z,61497385,11/15/02,High,<Null>,<Null>,0.001,68.6,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001284,0,48
31420,Polygon Z,61497981,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001081,0,49
31455,Polygon Z,61498125,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000934,0,50
39263,Polygon Z,61499481,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000964,0,51
39424,Polygon Z,61497911,11/15/02,High,<Null>,<Null>,0.001,96,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.00192,0,52
47872,Polygon Z,61498469,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001514,0,53
47904,Polygon Z,61498141,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001773,0,54
47985,Polygon Z,61500917,11/15/02,High,<Null>,<Null>,0.001,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001555,0,55
48452,Polygon Z,135972692,6/3/05 8:00,High,<Null>,<Null>,0.001,<Null>,3.0102E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001313,0,56
56512,Polygon Z,61499625,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001226,0,57
56585,Polygon Z,61498153,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001298,0,58
65063,Polygon Z,61499581,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001175,0,59
65327,Polygon Z,61498905,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001692,0,60
65395,Polygon Z,61499151,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001147,0,61
73922,Polygon Z,61496971,11/15/02,High,<Null>,<Null>,0.001,77.7,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001368,0,62
74326,Polygon Z,61498041,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001627,0,63
82667,Polygon Z,61497527,11/15/02,High,<Null>,<Null>,0.001,56.4,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.0013,0,64
82807,Polygon Z,135960693,7/30/10 6:29,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001127,0,65
83098,Polygon Z,61497431,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000979,0,66
91059,Polygon Z,61498075,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001088,0,67
91231,Polygon Z,61497597,11/15/02,High,<Null>,<Null>,0.001,59.4,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.00123,0,68
91633,Polygon Z,61497035,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00119,0,69
99696,Polygon Z,61497357,11/15/02,High,<Null>,<Null>,0.001,83.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001283,0,70
99876,Polygon Z,61496197,11/15/02,High,<Null>,<Null>,0.001,65.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001438,0,71
100109,Polygon Z,61496587,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001518,0,72
108001,Polygon Z,61499027,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001522,0,73
108102,Polygon Z,61498793,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001123,0,74
108590,Polygon Z,61498201,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001824,0,75
108591,Polygon Z,61498051,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001362,0,76
116620,Polygon Z,61499759,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001424,0,77
116964,Polygon Z,61499311,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001527,0,78
125696,Polygon Z,61499317,11/15/02,High,<Null>,<Null>,0.001,93,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001378,0,79
125697,Polygon Z,61499191,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001312,0,80
125766,Polygon Z,61496379,11/15/02,High,<Null>,<Null>,0.001,62.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001518,0,81
125835,Polygon Z,61498529,11/15/02,High,<Null>,<Null>,0.001,83.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001113,0,82
125838,Polygon Z,61496245,11/15/02,High,<Null>,<Null>,0.001,65.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001562,0,83
125950,Polygon Z,61498725,11/15/02,High,<Null>,<Null>,0.001,90.2,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001604,0,84
126022,Polygon Z,61496665,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000971,0,85
126077,Polygon Z,61498117,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001393,0,86
134060,Polygon Z,61499559,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001602,0,87
134252,Polygon Z,61498563,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001535,0,88
134501,Polygon Z,61498667,11/15/02,High,<Null>,<Null>,0.001,86.9,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.000984,0,89
134537,Polygon Z,61498057,11/15/02,High,<Null>,<Null>,0.001,72.2,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001495,0,90
134614,Polygon Z,61498679,11/15/02,High,<Null>,<Null>,0.001,89.6,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.0012,0,91
134747,Polygon Z,61497063,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001563,0,92
117046,Polygon Z,{E3AC2D41-8C0F-437D-B2EE-EF22FC25DAB1},10/16/12,High,<Null>,<Null>,0.001045,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00132,0,93
91298,Polygon Z,{52A9C04D-5CD3-4897-A965-CD3414988B95},10/16/12,High,<Null>,<Null>,0.001059,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001349,0,94
48156,Polygon Z,{631770C9-682F-492A-A459-3AD846DE44D8},10/16/12,High,<Null>,<Null>,0.001118,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001378,0,95
125734,Polygon Z,{59787CEF-A715-48FB-93A9-7B3F68422A6E},10/16/12,High,<Null>,<Null>,0.001129,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001483,0,96
73834,Polygon Z,{AD48D312-C888-4228-9E4F-09C6C7A0962D},10/16/12,High,<Null>,<Null>,0.00113,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001351,0,97
5136,Polygon Z,{D58BD776-1777-4FF1-A7A3-4171C0D4F4D2},10/16/12,High,<Null>,<Null>,0.001153,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001469,0,98
134408,Polygon Z,{685DF0AC-26F3-438A-9572-4F1F6A843596},10/16/12,High,<Null>,<Null>,0.001157,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001332,0,99
56893,Polygon Z,61498709,10/16/12,High,<Null>,<Null>,0.001188,81.4,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001529,0,100
65498,Polygon Z,{4F2F753B-64C0-44B6-8D46-D1F944A7ABC6},10/16/12,High,<Null>,<Null>,0.001214,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001598,0,101
125638,Polygon Z,{658A3136-4192-4ECE-BD12-73160FDDBE7F},10/16/12,High,<Null>,<Null>,0.001231,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002432,0,102
117045,Polygon Z,{758D63EF-DF9A-4456-9D76-7A70C1FD4ADD},10/16/12,High,<Null>,<Null>,0.001254,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001472,0,103
4919,Polygon Z,{5A266AB0-8232-45DC-9F6E-65931764A34B},10/16/12,High,<Null>,<Null>,0.001368,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00226,0,104
30851,Polygon Z,{F2AAA5B5-49BE-46A9-828F-642D43C79C03},10/16/12,High,<Null>,<Null>,0.001479,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001589,0,105
99775,Polygon Z,{F4653E84-FC75-45A8-AFE3-581ECB759A8E},10/16/12,High,<Null>,<Null>,0.001521,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002242,0,106
13867,Polygon Z,{AB9D5DEF-E86D-4749-8CFC-FB3006CD1633},10/16/12,High,<Null>,<Null>,0.001696,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.0018,0,107
30883,Polygon Z,{A51B466E-F1BF-4577-A343-3D120468B035},10/16/12,High,<Null>,<Null>,0.001842,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001696,0,108
4951,Polygon Z,61498225,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00167,0,109
13786,Polygon Z,61498387,11/15/02,High,<Null>,<Null>,0.002,80.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.002051,0,110
13965,Polygon Z,61498425,11/15/02,High,<Null>,<Null>,0.002,77.1,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001713,0,111
14105,Polygon Z,61498173,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002019,0,112
22170,Polygon Z,61499253,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001997,0,113
22416,Polygon Z,61498559,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001903,0,114
30884,Polygon Z,61497381,11/15/02,High,<Null>,<Null>,0.002,83.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001823,0,115
31218,Polygon Z,61498883,11/15/02,High,<Null>,<Null>,0.002,93,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001595,0,116
39383,Polygon Z,61499083,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002072,0,117
39456,Polygon Z,61501161,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001564,0,118
47941,Polygon Z,61498853,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002078,0,119
56712,Polygon Z,61500977,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001905,0,120
56856,Polygon Z,61497999,11/15/02,High,<Null>,<Null>,0.002,74.1,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.002339,0,121
56894,Polygon Z,61498603,11/15/02,High,<Null>,<Null>,0.002,89.9,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001679,0,122
56895,Polygon Z,61498661,11/15/02,High,<Null>,<Null>,0.002,87.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001675,0,123
65328,Polygon Z,61498127,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002028,0,124
65330,Polygon Z,61500955,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001724,0,125
65363,Polygon Z,61500975,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001943,0,126
65573,Polygon Z,61498575,11/15/02,High,<Null>,<Null>,0.002,71.6,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.002015,0,127
65574,Polygon Z,61498151,11/15/02,High,<Null>,<Null>,0.002,77.7,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001777,0,128
74365,Polygon Z,61496673,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001481,0,129
82636,Polygon Z,61500953,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001802,0,130
82809,Polygon Z,61498677,11/15/02,High,<Null>,<Null>,0.002,87.8,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001966,0,131
82952,Polygon Z,135972688,6/1/05 17:31,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001747,0,132
91144,Polygon Z,61498049,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002034,0,133
91202,Polygon Z,61501089,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001668,0,134
91230,Polygon Z,61501077,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.002371,0,135
91511,Polygon Z,61498171,11/15/02,High,<Null>,<Null>,0.002,65.5,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001992,0,136
99910,Polygon Z,61495841,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001672,0,137
99977,Polygon Z,61498699,11/15/02,High,<Null>,<Null>,0.002,81.4,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001672,0,138
108000,Polygon Z,61499165,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001811,0,139
108147,Polygon Z,61497511,11/15/02,High,<Null>,<Null>,0.002,77.7,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001898,0,140
108212,Polygon Z,61500947,11/15/02,High,<Null>,<Null>,0.002,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001841,0,141
