OBJECTID,Shape,Permanent_Identifier,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,VisibilityFilter,Shape_Length,Shape_Area,Rank,CumArea
100245,Polygon Z,61496863,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001264,0,101,0.079975
108344,Polygon Z,61495033,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00146,0,102,0.080975
108625,Polygon Z,61500683,11/15/02,High,<Null>,<Null>,0.001,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001542,0,103,0.081975
108735,Polygon Z,61495659,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001605,0,104,0.082975
108736,Polygon Z,135655157,5/16/05 13:31,High,<Null>,<Null>,0.001,<Null>,<Null>,SwampMarsh,Swamp/Marsh,Unspecified,0.001939,0,105,0.083975
108830,Polygon Z,61495871,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001837,0,106,0.084975
116966,Polygon Z,61495203,11/15/02,High,<Null>,<Null>,0.001,86.9,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001449,0,107,0.085975
117135,Polygon Z,61494947,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001318,0,108,0.086975
117348,Polygon Z,61495291,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000945,0,109,0.087975
117713,Polygon Z,61496211,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001053,0,110,0.088975
125735,Polygon Z,61495221,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001409,0,111,0.089975
125768,Polygon Z,61495395,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001281,0,112,0.090975
125769,Polygon Z,61495315,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001925,0,113,0.091975
125839,Polygon Z,61495103,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001582,0,114,0.092975
126253,Polygon Z,61496567,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00133,0,115,0.093975
134291,Polygon Z,61495725,11/15/02,High,<Null>,<Null>,0.001,74.7,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Unspecified,0.001037,0,116,0.094975
134409,Polygon Z,61495121,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001035,0,117,0.095975
134441,Polygon Z,61495043,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000914,0,118,0.096975
134782,Polygon Z,61496889,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.000967,0,119,0.097975
134783,Polygon Z,61496527,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001084,0,120,0.098975
134937,Polygon Z,61496307,11/15/02,High,<Null>,<Null>,0.001,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001267,0,121,0.099975
65364,Polygon Z,{749979FA-9C44-4D92-A76E-DCAB9B49807A},10/16/12,High,<Null>,<Null>,0.001017,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001246,0,122,0.100992
5136,Polygon Z,{D58BD776-1777-4FF1-A7A3-4171C0D4F4D2},10/16/12,High,<Null>,<Null>,0.001153,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001469,0,123,0.102145
91172,Polygon Z,{DEF2ED2A-C6D4-4BCF-8A86-65DB37E9B9EE},10/16/12,High,<Null>,<Null>,0.001214,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00142,0,124,0.103359
108377,Polygon Z,{D066B2A5-8F5D-474F-BE37-E035CC3DB96E},10/16/12,High,<Null>,<Null>,0.001307,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001377,0,125,0.104666
91145,Polygon Z,{550E9E59-AFCB-4A96-AEB2-15DDA8F387E3},10/16/12,High,<Null>,<Null>,0.001318,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001409,0,126,0.105984
14006,Polygon Z,{067E367E-CF5E-440E-B174-660F66355335},10/16/12,High,<Null>,<Null>,0.001359,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001358,0,127,0.107343
39857,Polygon Z,{7D68EB57-10AE-4503-A059-C5856D940EE5},10/16/12,High,<Null>,<Null>,0.001527,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001589,0,128,0.10887
65680,Polygon Z,{D42F8D23-3C41-4CC1-942B-09470B39343F},10/16/12,High,<Null>,<Null>,0.00167,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001625,0,129,0.11054
31342,Polygon Z,{CA73D07D-E417-435E-A11B-66C7CD52C74C},10/16/12,High,<Null>,<Null>,0.001703,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001681,0,130,0.112243
73887,Polygon Z,{008025B4-D6D9-48CE-B6DC-1BB9F3A36E9E},10/16/12,High,<Null>,<Null>,0.00176,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002148,0,131,0.114003
108733,Polygon Z,{1339044C-04DA-42A1-B2D3-271AA7D04906},10/16/12,High,<Null>,<Null>,0.00176,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001807,0,132,0.115763
100112,Polygon Z,{9508D6D3-4C62-44D1-AE61-91F603F4621E},10/16/12,High,<Null>,<Null>,0.00179,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001691,0,133,0.117553
74059,Polygon Z,{AA590A8B-3A0A-4270-9645-46DFD5F0F51A},10/16/12,High,<Null>,<Null>,0.001844,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002362,0,134,0.119397
65645,Polygon Z,{6D8B06EB-84F2-47CE-9C8E-83DB4D347D2E},10/16/12,High,<Null>,<Null>,0.001993,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002258,0,135,0.12139
5023,Polygon Z,61495055,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.00184,0,136,0.12339
5106,Polygon Z,61495279,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001722,0,137,0.12539
5107,Polygon Z,61494965,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001842,0,138,0.12739
5666,Polygon Z,61496529,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.001521,0,139,0.12939
5698,Polygon Z,61496633,11/15/02,High,<Null>,<Null>,0.002,<Null>,2.08021E+12,LakePond,Lake/Pond: Hydrographic Category = Perennial,Unspecified,0.002511,0,140,0.13139
